Author,Contribution axe 1,Contribution axe 2,Contribution plan 1-2,Cos2 axe 1,Cos2 axe 2,Cos2 plan 1-2
FADEÏEV,20.86762300341653,1.4746228585594576,12.456627926272915,0.8565137088090504,0.0463562223202546,0.902869931129305
POLEVOÏ,20.86762300341653,1.4746228585594576,12.456627926272915,0.8565137088090504,0.0463562223202546,0.902869931129305
FEDINE,13.344735886933384,0.9667525078832596,7.976244344186409,0.8085517162320114,0.0448620243556866,0.853413740587698
BERGHOLTS,17.000648131481373,0.3781198995050612,9.791242568417372,0.8092226237821113,0.0137847155922424,0.8230073393743538
GUINZBOURG,0.0891285958135022,12.651129949176356,5.537431114917367,0.0062907628536913,0.6838822076071299,0.6901729704608213
SOLJENITSYNE,1.5645806380812726,31.706336443204396,14.637450116741505,0.0406581314636622,0.6310463614902392,0.6717044929539014
TOURGUENIEV,2.716484429017892,3.1217188448123987,2.892239838231389,0.2252743653088602,0.1982732292245129,0.4235475945333731
GORKI,0.0471531284514187,9.90031857591364,4.320598467174024,0.0021202436836727,0.3409495917787151,0.3430698354623878
